title,company,location,category,salary_min,salary_max,contract_type,description,search_term,city,salary_avg,has_salary,post_date,post_month,work_type,skills_found
Python Developer,Premier IT,"Farringdon, Central London",IT Jobs,70000.0,75000.0,Unknown,"Python Developer London – Twice a week in the office £70,000-£75,000 I’m currently working for a Central London based tech consultancy of over 70 years who are looking for a Python Developer to come and join their growing team on a hybrid basis! The company is a serial award-winner and provide consultative bespoke tech services to industries such as healthcare, insurance, pensions, energy & sport across the UK and beyond. They are a growing development team of roughly 20 in total size, split ac…",python developer,Farringdon,72500.0,1,2026-05-18,2026-05,Hybrid,python
Python Developer,Enorth Staffing Limited,"London, UK",IT Jobs,58508.86,58508.86,Unknown,"Role Title Python Developer Business Function Technology Location Wrexham / London Who we are & what we do Founded in 2016, Chetwood is a new kind of bank. We create targeted products to make people better off. Unlike traditional banks, we’re not looking to build a customer base and then cross-sell to them. Instead, we focus on distinct customer segments that are underserved by the market, creating innovative products to meet their needs. We do this through different brands, not one, because wh…",python developer,London,58508.86,1,2025-03-31,2025-03,On-site,python
Python Developer,Enorth Staffing Limited,"Wrexham, Wales",IT Jobs,64591.38,64591.38,Unknown,"As a Python Developer at Chetwood, you will form a pivotal part of the business. As a data-driven company, DevOps is key to ensuring that we can make our customers better off and push our use of technology further every day. Key Responsibilities Help to build and support new features across our backend systems with the production of high quality code Improve functionality of existing systems and help reduce tech debt through lessons learned and incremental improvements Provide insights and inpu…",python developer,Wrexham,64591.38,1,2025-03-31,2025-03,On-site,python
Python Developer,N Consulting Ltd,"London, UK",IT Jobs,78000.0,91000.0,contract,"Role: – Sr Python Developer Duration:6 Months Contract Location: London, UK ?(Hybrid 3 days office) We are looking for a Python Developer with strong experience in trading and risk management systems within investment banking. The role involves building backend applications and data processing logic supporting risk calculations, trade workflows and reporting. Key Responsibilities • Develop and enhance Python-based applications for trading and risk use cases • Build data processing pipelines and…",python developer,London,84500.0,1,2026-05-06,2026-05,Hybrid,python
Python Developer,Halian Technology Limited,"Central London, London",IT Jobs,85000.0,85000.0,Unknown,"Python Developer Insurance Analytics Were looking for a talented Python Developer to join our growing Insurance Analytics team. In this role, youll play a key part in shaping and enhancing InsurSight , our award-winning SaaS analytics platform. This is a great opportunity to work at the intersection of technology, data, and insurance, building high-impact solutions used across the industry. What youll be doing Working on the development of new features within InsurSight, ensuring high performan…",python developer,Central London,85000.0,1,2026-05-22,2026-05,On-site,python
Python Developer,Halian Technology Limited,"The City, Central London",IT Jobs,156000.0,156000.0,contract,"Python Developer (Contract) ?? UK / Hybrid / Remote ?? £600 Inside IR35 ? 912 Month Contract We are currently looking for an experienced Python Developer to join a growing engineering team. Youll be working on backend systems and scalable applications in a fast-moving environment. This is a hands-on role youll be expected to come in, get up to speed quickly, and own delivery. Key Responsibilities Design and develop backend services using Python Build and maintain REST APIs and microservices Wor…",python developer,The City,156000.0,1,2026-05-06,2026-05,Remote,"python, scala"
Python Developers,. CGI IT UK Limited,"London, UK",IT Jobs,81421.76,81421.76,Unknown,"Python Developers Category: Software Development/ Engineering Main location: United Kingdom, England - South East, London Position ID:J0526-1288 Employment Type: Full Time CGI UK Careers - Your mission found here By playing this video you consent to Google/YouTube processing your data and using cookies - Learn more. Position Description: CGI's Space, Defence and Intelligence business unit focuses on delivering contemporary and innovative technical solutions to government agencies tackling some …",python developer,London,81421.76,1,2026-05-28,2026-05,On-site,python
Python Developer,NEEV LIMITED,"London, UK",IT Jobs,58169.75,58169.75,permanent,"NOTE: VISA SPONSORSHIP IS NOT PROVIDED Role : Python Developer Location: London, UK (5 Days / Week Onsite) Type: Permanent Requirement: A Python React SQL Databricks developer role blends backend data engineering with frontend application development, requiring strong coding skills in Python, React.js, SQL, and Databricks for building scalable, data-driven Key Responsibilities Backend Development (Python) Build APIs and services using Python frameworks (Flask, FastAPI, Django). Integrate wit…",python developer,London,58169.75,1,2026-05-23,2026-05,On-site,"python, sql, scala"
Python Developer,McGregor Boyall Associates Limited,"London, UK",IT Jobs,100000.0,100000.0,Unknown,"A leading commodities trading business is looking to hire a Junior Python Developer to join its front-office technology and analytics function in London. This role sits within a highly technical team supporting trading, risk, and quantitative analytics platforms across physical and derivatives markets. You'll work closely with traders, quants, and senior engineers on the development of modern data and analytics tooling used across the business. The environment is C# and Python-focused, with inc…",python developer,London,100000.0,1,2026-05-07,2026-05,On-site,python
Python Developer,Citigroup,"Belfast, Northern Ireland",IT Jobs,45575.44,45575.44,Unknown,The Applications Development Intermediate Programmer Analyst is an intermediate level position responsible for participation in the establishment and implementation of new or revised application systems and programs in coordination with the Technology team. The overall objective of this role is to contribute to applications systems analysis and programming activities. Citi is seeking a highly motivated candidate for Python developer in Wholesale Credit Risk Technology team that serves Instituti…,python developer,Belfast,45575.44,1,2026-04-11,2026-04,On-site,python
Python Developers,CGI,"London, UK",IT Jobs,83405.42,83405.42,Unknown,"CGI UK Careers – Your mission found here By playing this video you consent to Google/YouTube processing your data and using cookies – Learn more . Position Description: CGI’s Space, Defence and Intelligence business unit focuses on delivering contemporary and innovative technical solutions to government agencies tackling some of the most complex challenges. We design, build, and operate bespoke, mission-critical systems that help keep the UK safe and secure. We are looking for experienced Pytho…",python developer,London,83405.42,1,2026-06-10,2026-06,On-site,
